drug1,drug2,status
Dobutamine Hydrochlorid,Fentanyl,compatible
Dobutamine Hydrochlorid,Filgrastim,unknown
Dobutamine Hydrochlorid,Fluconazol,compatible
Dobutamine Hydrochlorid,Fosfomycin Sodium,compatible
Dobutamine Hydrochlorid,Furosemid,controversial
Dobutamine Hydrochlorid,Ganciclovir,incompatible
Dobutamine Hydrochlorid,Gentamicin,compatible
Dobutamine Hydrochlorid,Heparin natri,controversial
Dobutamine Hydrochlorid,Gelatin,unknown
Dobutamine Hydrochlorid,Natri colistimethat,unknown
Dobutamine Hydrochlorid,Recombinant Human Erythropoietin alfa,compatible
Dobutamine Hydrochlorid,Naloxon hydroclorid,compatible
Dobutamine Hydrochlorid,Neostigmin methylsulfat,unknown
Dobutamine Hydrochlorid,Nicardipin hydrochlorid,compatible
Dobutamine Hydrochlorid,Noradrenalin,unknown
Dobutamine Hydrochlorid,Octreotide,compatible
Dobutamine Hydrochlorid,Omeprazol,unknown
Dobutamine Hydrochlorid,Ondansetron,compatible
Dobutamine Hydrochlorid,Oxacilin,incompatible
Dobutamine Hydrochlorid,Pantoprazol,incompatible
Dobutamine Hydrochlorid,Phenobarbital,incompatible
Dobutamine Hydrochlorid,Phytomenadion,controversial
Dobutamine Hydrochlorid,Piperacilin + Tazobactam,incompatible
Dobutamine Hydrochlorid,Propofol,controversial
Dobutamine Hydrochlorid,Rocuronium Bromid,compatible
Dobutamine Hydrochlorid,Natri bicarbonat,incompatible
Dobutamine Hydrochlorid,Natri Chlorid,unknown
Dobutamine Hydrochlorid,Natri lactat,unknown
Dobutamine Hydrochlorid,Sugammadex,unknown
Dobutamine Hydrochlorid,Terbutalin sulfat,unknown
Dobutamine Hydrochlorid,Tinidazol,unknown
Dobutamine Hydrochlorid,Tobramycin sulfat,compatible
Dobutamine Hydrochlorid,Vancomycin,compatible
Dobutamine Hydrochlorid,Voriconazol,compatible
Dobutamine Hydrochlorid,Hydrocortison,unknown
Dobutamine Hydrochlorid,Iloprost,unknown
Dobutamine Hydrochlorid,Imipenem + Cilasatin,controversial
Dobutamine Hydrochlorid,Immune globulin,unknown
Dobutamine Hydrochlorid,Insulin aspart,compatible
Dobutamine Hydrochlorid,Iohexol,unknown
Dobutamine Hydrochlorid,Iopromide,unknown
Dobutamine Hydrochlorid,Ketamine,compatible
Dobutamine Hydrochlorid,Ketorolac Tromethamol,incompatible
Dobutamine Hydrochlorid,Levobupivacain,unknown
Dobutamine Hydrochlorid,Levofloxacin,compatible
Dobutamine Hydrochlorid,Lidocain hydroclorid,compatible
Dobutamine Hydrochlorid,Linezolid,compatible
Dobutamine Hydrochlorid,Magie Chlorid,unknown
Dobutamine Hydrochlorid,Magie sulfat,compatible
Dobutamine Hydrochlorid,Manitol,compatible
Dobutamine Hydrochlorid,Meropenem,incompatible
Dobutamine Hydrochlorid,Methotrexat,incompatible
Dobutamine Hydrochlorid,Methylprednisolon,unknown
Dobutamine Hydrochlorid,Metronidazol,compatible
Dobutamine Hydrochlorid,Micafungin natri,incompatible
Dobutamine Hydrochlorid,Midazolam,controversial
Dobutamine Hydrochlorid,Milrinone,compatible
Dobutamine Hydrochlorid,Morphin sulfat,compatible
Dobutamine Hydrochlorid,Kali chlorid,compatible
Dopamin hydrochlorid,Enoxaparin natri,unknown
Dopamin hydrochlorid,Esomeprazol,incompatible
Dopamin hydrochlorid,Fentanyl,compatible
Dopamin hydrochlorid,Filgrastim,unknown
Dopamin hydrochlorid,Fluconazol,compatible
Dopamin hydrochlorid,Fosfomycin Sodium,controversial
Dopamin hydrochlorid,Furosemid,controversial
Dopamin hydrochlorid,Ganciclovir,incompatible
Dopamin hydrochlorid,Gentamicin,compatible
Dopamin hydrochlorid,Heparin natri,compatible
Dopamin hydrochlorid,Gelatin,unknown
Dopamin hydrochlorid,Natri colistimethat,unknown
Dopamin hydrochlorid,Recombinant Human Erythropoietin alfa,compatible
Dopamin hydrochlorid,Naloxon hydroclorid,compatible
Dopamin hydrochlorid,Neostigmin methylsulfat,unknown
Dopamin hydrochlorid,Nicardipin hydrochlorid,compatible
Dopamin hydrochlorid,Noradrenalin,unknown
Dopamin hydrochlorid,Octreotide,compatible
Dopamin hydrochlorid,Omeprazol,unknown
Dopamin hydrochlorid,Ondansetron,compatible
Dopamin hydrochlorid,Oxacilin,compatible
Dopamin hydrochlorid,Pantoprazol,controversial
Dopamin hydrochlorid,Phenobarbital,compatible
Dopamin hydrochlorid,Phytomenadion,compatible
Dopamin hydrochlorid,Piperacilin + Tazobactam,compatible
Dopamin hydrochlorid,Propofol,controversial
Dopamin hydrochlorid,Rocuronium Bromid,compatible
Dopamin hydrochlorid,Natri bicarbonat,incompatible
Dopamin hydrochlorid,Natri Chlorid,unknown
Dopamin hydrochlorid,Natri lactat,unknown
Dopamin hydrochlorid,Sugammadex,unknown
Dopamin hydrochlorid,Terbutalin sulfat,unknown
Dopamin hydrochlorid,Tinidazol,unknown
Dopamin hydrochlorid,Tobramycin sulfat,compatible
Dopamin hydrochlorid,Vancomycin,compatible
Dopamin hydrochlorid,Voriconazol,compatible
Dopamin hydrochlorid,Hydrocortison,unknown
Dopamin hydrochlorid,Iloprost,unknown
Dopamin hydrochlorid,Imipenem + Cilasatin,compatible
Dopamin hydrochlorid,Immune globulin,unknown
Dopamin hydrochlorid,Insulin aspart,compatible
Dopamin hydrochlorid,Iohexol,unknown
Dopamin hydrochlorid,Iopromide,unknown
Dopamin hydrochlorid,Ketamine,compatible
Dopamin hydrochlorid,Ketorolac Tromethamol,compatible
Dopamin hydrochlorid,Levobupivacain,unknown
Dopamin hydrochlorid,Levofloxacin,compatible
Dopamin hydrochlorid,Lidocain hydroclorid,compatible
Dopamin hydrochlorid,Linezolid,compatible
Dopamin hydrochlorid,Magie Chlorid,unknown
Dopamin hydrochlorid,Magie sulfat,compatible
Dopamin hydrochlorid,Manitol,compatible
Dopamin hydrochlorid,Meropenem,compatible
Dopamin hydrochlorid,Methotrexat,incompatible
Dopamin hydrochlorid,Methylprednisolon,unknown
Dopamin hydrochlorid,Metronidazol,compatible
Dopamin hydrochlorid,Micafungin natri,compatible
Dopamin hydrochlorid,Midazolam,compatible
Dopamin hydrochlorid,Milrinone,compatible
Dopamin hydrochlorid,Morphin sulfat,compatible
Dopamin hydrochlorid,Kali chlorid,compatible
Enoxaparin natri,Esomeprazol,unknown
Enoxaparin natri,Fentanyl,unknown
Enoxaparin natri,Filgrastim,unknown
Enoxaparin natri,Fluconazol,unknown
Enoxaparin natri,Fosfomycin Sodium,unknown
Enoxaparin natri,Furosemid,unknown
Enoxaparin natri,Ganciclovir,unknown
Enoxaparin natri,Gentamicin,unknown
Enoxaparin natri,Heparin natri,unknown
Enoxaparin natri,Gelatin,unknown
Enoxaparin natri,Natri colistimethat,unknown
Enoxaparin natri,Recombinant Human Erythropoietin alfa,unknown
Enoxaparin natri,Naloxon hydroclorid,unknown
Enoxaparin natri,Neostigmin methylsulfat,unknown
Enoxaparin natri,Nicardipin hydrochlorid,unknown
Enoxaparin natri,Noradrenalin,unknown
Enoxaparin natri,Octreotide,unknown
Enoxaparin natri,Omeprazol,unknown
Enoxaparin natri,Ondansetron,unknown
Enoxaparin natri,Oxacilin,unknown
Enoxaparin natri,Pantoprazol,unknown
Enoxaparin natri,Phenobarbital,unknown
Enoxaparin natri,Phytomenadion,unknown
Enoxaparin natri,Piperacilin + Tazobactam,unknown
Enoxaparin natri,Propofol,unknown
Enoxaparin natri,Rocuronium Bromid,unknown
Enoxaparin natri,Natri bicarbonat,unknown
Enoxaparin natri,Natri Chlorid,unknown
Enoxaparin natri,Natri lactat,unknown
Enoxaparin natri,Sugammadex,unknown
Enoxaparin natri,Terbutalin sulfat,unknown
Enoxaparin natri,Tinidazol,unknown
Enoxaparin natri,Tobramycin sulfat,unknown
Enoxaparin natri,Vancomycin,unknown
Enoxaparin natri,Voriconazol,unknown
Enoxaparin natri,Hydrocortison,unknown
Enoxaparin natri,Iloprost,unknown
Enoxaparin natri,Imipenem + Cilasatin,unknown
Enoxaparin natri,Immune globulin,unknown
Enoxaparin natri,Insulin aspart,unknown
Enoxaparin natri,Iohexol,unknown
Enoxaparin natri,Iopromide,unknown
Enoxaparin natri,Ketamine,unknown
Enoxaparin natri,Ketorolac Tromethamol,unknown
Enoxaparin natri,Levobupivacain,unknown
Enoxaparin natri,Levofloxacin,unknown
Enoxaparin natri,Lidocain hydroclorid,unknown
Enoxaparin natri,Linezolid,unknown
Enoxaparin natri,Magie Chlorid,unknown
Enoxaparin natri,Magie sulfat,unknown
Enoxaparin natri,Manitol,unknown
Enoxaparin natri,Meropenem,unknown
Enoxaparin natri,Methotrexat,unknown
Enoxaparin natri,Methylprednisolon,unknown
Enoxaparin natri,Metronidazol,unknown
Enoxaparin natri,Micafungin natri,unknown
Enoxaparin natri,Midazolam,unknown
Enoxaparin natri,Milrinone,unknown
Enoxaparin natri,Morphin sulfat,unknown
Enoxaparin natri,Kali chlorid,unknown
Esomeprazol,Fentanyl,compatible
Esomeprazol,Filgrastim,unknown
Esomeprazol,Fluconazol,unknown
Esomeprazol,Fosfomycin Sodium,controversial
Esomeprazol,Furosemid,compatible
Esomeprazol,Ganciclovir,unknown
Esomeprazol,Gentamicin,unknown
Esomeprazol,Heparin natri,unknown
Esomeprazol,Gelatin,unknown
Esomeprazol,Natri colistimethat,unknown
Esomeprazol,Recombinant Human Erythropoietin alfa,unknown
Esomeprazol,Naloxon hydroclorid,unknown
Esomeprazol,Neostigmin methylsulfat,unknown
Esomeprazol,Nicardipin hydrochlorid,unknown
Esomeprazol,Noradrenalin,unknown
Esomeprazol,Octreotide,unknown
Esomeprazol,Omeprazol,unknown
Esomeprazol,Ondansetron,unknown
Esomeprazol,Oxacilin,unknown
Esomeprazol,Pantoprazol,unknown
Esomeprazol,Phenobarbital,unknown
Esomeprazol,Phytomenadion,unknown
Esomeprazol,Piperacilin + Tazobactam,unknown
Esomeprazol,Propofol,unknown
Esomeprazol,Rocuronium Bromid,unknown
Esomeprazol,Natri bicarbonat,unknown
Esomeprazol,Natri Chlorid,unknown
Esomeprazol,Natri lactat,unknown
Esomeprazol,Sugammadex,unknown
Esomeprazol,Terbutalin sulfat,unknown
Esomeprazol,Tinidazol,unknown
Esomeprazol,Tobramycin sulfat,unknown
Esomeprazol,Vancomycin,unknown
Esomeprazol,Voriconazol,unknown
Esomeprazol,Hydrocortison,compatible
Esomeprazol,Iloprost,unknown
Esomeprazol,Imipenem + Cilasatin,unknown
Esomeprazol,Immune globulin,unknown
Esomeprazol,Insulin aspart,compatible
Esomeprazol,Iohexol,unknown
Esomeprazol,Iopromide,unknown
Esomeprazol,Ketamine,unknown
Esomeprazol,Ketorolac Tromethamol,unknown
Esomeprazol,Levobupivacain,unknown
Esomeprazol,Levofloxacin,unknown
Esomeprazol,Lidocain hydroclorid,unknown
Esomeprazol,Linezolid,unknown
Esomeprazol,Magie Chlorid,unknown
Esomeprazol,Magie sulfat,unknown
Esomeprazol,Manitol,unknown
Esomeprazol,Meropenem,unknown
Esomeprazol,Methotrexat,unknown
Esomeprazol,Methylprednisolon,unknown
Esomeprazol,Metronidazol,unknown
Esomeprazol,Micafungin natri,unknown
Esomeprazol,Midazolam,incompatible
Esomeprazol,Milrinone,unknown
Esomeprazol,Morphin sulfat,unknown
Esomeprazol,Kali chlorid,unknown
Fentanyl,Filgrastim,unknown
Fentanyl,Fluconazol,compatible
Fentanyl,Fosfomycin Sodium,compatible
Fentanyl,Furosemid,compatible
Fentanyl,Ganciclovir,compatible
Fentanyl,Gentamicin,compatible
Fentanyl,Heparin natri,compatible
Fentanyl,Gelatin,unknown
Fentanyl,Natri colistimethat,unknown
Fentanyl,Recombinant Human Erythropoietin alfa,compatible
Fentanyl,Naloxon hydroclorid,compatible
Fentanyl,Neostigmin methylsulfat,unknown
Fentanyl,Nicardipin hydrochlorid,compatible
Fentanyl,Noradrenalin,unknown
Fentanyl,Octreotide,compatible
Fentanyl,Omeprazol,unknown
Fentanyl,Ondansetron,compatible
Fentanyl,Oxacilin,compatible
Fentanyl,Pantoprazol,incompatible
Fentanyl,Phenobarbital,compatible
Fentanyl,Phytomenadion,compatible
Fentanyl,Piperacilin + Tazobactam,compatible
Fentanyl,Propofol,compatible
Fentanyl,Rocuronium Bromid,compatible
Fentanyl,Natri bicarbonat,compatible
Fentanyl,Natri Chlorid,unknown
Fentanyl,Natri lactat,unknown
Fentanyl,Sugammadex,unknown
Fentanyl,Terbutalin sulfat,unknown
Fentanyl,Tinidazol,unknown
Fentanyl,Tobramycin sulfat,compatible
Fentanyl,Vancomycin,compatible
Fentanyl,Voriconazol,compatible
Fentanyl,Hydrocortison,unknown
Fentanyl,Iloprost,unknown
Fentanyl,Imipenem + Cilasatin,compatible
Fentanyl,Immune globulin,unknown
Fentanyl,Insulin aspart,compatible
Fentanyl,Iohexol,unknown
Fentanyl,Iopromide,unknown
Fentanyl,Ketamine,unknown
Fentanyl,Ketorolac Tromethamol,compatible
Fentanyl,Levobupivacain,unknown
Fentanyl,Levofloxacin,compatible
Fentanyl,Lidocain hydroclorid,compatible
Fentanyl,Linezolid,compatible
Fentanyl,Magie Chlorid,unknown
Fentanyl,Magie sulfat,compatible
Fentanyl,Manitol,compatible
Fentanyl,Meropenem,compatible
Fentanyl,Methotrexat,compatible
Fentanyl,Methylprednisolon,unknown
Fentanyl,Metronidazol,compatible
Fentanyl,Micafungin natri,unknown
Fentanyl,Midazolam,compatible
Fentanyl,Milrinone,compatible
Fentanyl,Morphin sulfat,compatible
Fentanyl,Kali chlorid,compatible
Filgrastim,Fluconazol,compatible
Filgrastim,Fosfomycin Sodium,compatible
Filgrastim,Furosemid,incompatible
Filgrastim,Ganciclovir,compatible
Filgrastim,Gentamicin,controversial
Filgrastim,Heparin natri,incompatible
Filgrastim,Gelatin,unknown
Filgrastim,Natri colistimethat,unknown
Filgrastim,Recombinant Human Erythropoietin alfa,unknown
Filgrastim,Naloxon hydroclorid,unknown
Filgrastim,Neostigmin methylsulfat,unknown
Filgrastim,Nicardipin hydrochlorid,unknown
Filgrastim,Noradrenalin,unknown
Filgrastim,Octreotide,unknown
Filgrastim,Omeprazol,unknown
Filgrastim,Ondansetron,compatible
Filgrastim,Oxacilin,unknown
Filgrastim,Pantoprazol,unknown
Filgrastim,Phenobarbital,unknown
Filgrastim,Phytomenadion,unknown
Filgrastim,Piperacilin + Tazobactam,unknown
Filgrastim,Propofol,unknown
Filgrastim,Rocuronium Bromid,unknown
Filgrastim,Natri bicarbonat,compatible
Filgrastim,Natri Chlorid,unknown
Filgrastim,Natri lactat,unknown
Filgrastim,Sugammadex,unknown
Filgrastim,Terbutalin sulfat,unknown
Filgrastim,Tinidazol,unknown
Filgrastim,Tobramycin sulfat,compatible
Filgrastim,Vancomycin,compatible
Filgrastim,Voriconazol,unknown
Filgrastim,Hydrocortison,unknown
Filgrastim,Iloprost,unknown
Filgrastim,Imipenem + Cilasatin,controversial
Filgrastim,Immune globulin,unknown
Filgrastim,Insulin aspart,unknown
Filgrastim,Iohexol,unknown
Filgrastim,Iopromide,unknown
Filgrastim,Ketamine,unknown
Filgrastim,Ketorolac Tromethamol,unknown
Filgrastim,Levobupivacain,unknown
Filgrastim,Levofloxacin,compatible
Filgrastim,Lidocain hydroclorid,unknown
Filgrastim,Linezolid,unknown
Filgrastim,Magie Chlorid,unknown
Filgrastim,Magie sulfat,unknown
Filgrastim,Manitol,incompatible
Filgrastim,Meropenem,unknown
Filgrastim,Methotrexat,compatible
Filgrastim,Methylprednisolon,unknown
Filgrastim,Metronidazol,incompatible
Filgrastim,Micafungin natri,unknown
Filgrastim,Midazolam,unknown
Filgrastim,Milrinone,unknown
Filgrastim,Morphin sulfat,compatible
Filgrastim,Kali chlorid,compatible
Fluconazol,Fosfomycin Sodium,unknown
Fluconazol,Furosemid,controversial
Fluconazol,Ganciclovir,compatible
Fluconazol,Gentamicin,compatible
Fluconazol,Heparin natri,compatible
Fluconazol,Gelatin,unknown
Fluconazol,Natri colistimethat,unknown
Fluconazol,Recombinant Human Erythropoietin alfa,compatible
Fluconazol,Naloxon hydroclorid,compatible
Fluconazol,Neostigmin methylsulfat,unknown
Fluconazol,Nicardipin hydrochlorid,compatible
Fluconazol,Noradrenalin,unknown
Fluconazol,Octreotide,compatible
Fluconazol,Omeprazol,unknown
Fluconazol,Ondansetron,compatible
Fluconazol,Oxacilin,compatible
Fluconazol,Pantoprazol,incompatible
Fluconazol,Phenobarbital,compatible
Fluconazol,Phytomenadion,compatible
Fluconazol,Piperacilin + Tazobactam,compatible
Fluconazol,Propofol,compatible
Fluconazol,Rocuronium Bromid,compatible
Fluconazol,Natri bicarbonat,compatible
Fluconazol,Natri Chlorid,unknown
Fluconazol,Natri lactat,unknown
Fluconazol,Sugammadex,unknown
Fluconazol,Terbutalin sulfat,unknown
Fluconazol,Tinidazol,unknown
Fluconazol,Tobramycin sulfat,compatible
Fluconazol,Vancomycin,compatible
Fluconazol,Voriconazol,compatible
Fluconazol,Hydrocortison,unknown
Fluconazol,Iloprost,unknown
Fluconazol,Imipenem + Cilasatin,controversial
Fluconazol,Immune globulin,compatible
Fluconazol,Insulin aspart,unknown
Fluconazol,Iohexol,unknown
Fluconazol,Iopromide,unknown
Fluconazol,Ketamine,unknown
Fluconazol,Ketorolac Tromethamol,compatible
Fluconazol,Levobupivacain,unknown
Fluconazol,Levofloxacin,compatible
Fluconazol,Lidocain hydroclorid,compatible
Fluconazol,Linezolid,compatible
Fluconazol,Magie Chlorid,unknown
Fluconazol,Magie sulfat,compatible
Fluconazol,Manitol,compatible
Fluconazol,Meropenem,compatible
Fluconazol,Methotrexat,compatible
Fluconazol,Methylprednisolon,unknown
Fluconazol,Metronidazol,compatible
Fluconazol,Micafungin natri,unknown
Fluconazol,Midazolam,compatible
Fluconazol,Milrinone,compatible
Fluconazol,Morphin sulfat,compatible
Fluconazol,Kali chlorid,compatible
Fosfomycin Sodium,Furosemid,compatible
Fosfomycin Sodium,Ganciclovir,unknown
Fosfomycin Sodium,Gentamicin,compatible
Fosfomycin Sodium,Heparin natri,compatible
Fosfomycin Sodium,Gelatin,unknown
Fosfomycin Sodium,Natri colistimethat,compatible
Fosfomycin Sodium,Recombinant Human Erythropoietin alfa,unknown
Fosfomycin Sodium,Naloxon hydroclorid,compatible
Fosfomycin Sodium,Neostigmin methylsulfat,unknown
Fosfomycin Sodium,Nicardipin hydrochlorid,incompatible
Fosfomycin Sodium,Noradrenalin,unknown
Fosfomycin Sodium,Octreotide,compatible
Fosfomycin Sodium,Omeprazol,unknown
Fosfomycin Sodium,Ondansetron,incompatible
Fosfomycin Sodium,Oxacilin,unknown
Fosfomycin Sodium,Pantoprazol,compatible
Fosfomycin Sodium,Phenobarbital,unknown
Fosfomycin Sodium,Phytomenadion,unknown
Fosfomycin Sodium,Piperacilin + Tazobactam,compatible
Fosfomycin Sodium,Propofol,incompatible
Fosfomycin Sodium,Rocuronium Bromid,compatible
Fosfomycin Sodium,Natri bicarbonat,compatible
Fosfomycin Sodium,Natri Chlorid,unknown
Fosfomycin Sodium,Natri lactat,unknown
Fosfomycin Sodium,Sugammadex,unknown
Fosfomycin Sodium,Terbutalin sulfat,unknown
Fosfomycin Sodium,Tinidazol,unknown
Fosfomycin Sodium,Tobramycin sulfat,compatible
Fosfomycin Sodium,Vancomycin,compatible
Fosfomycin Sodium,Voriconazol,unknown
Fosfomycin Sodium,Hydrocortison,unknown
Fosfomycin Sodium,Iloprost,unknown
Fosfomycin Sodium,Imipenem + Cilasatin,compatible
Fosfomycin Sodium,Immune globulin,unknown
Fosfomycin Sodium,Insulin aspart,unknown
Fosfomycin Sodium,Iohexol,unknown
Fosfomycin Sodium,Iopromide,unknown
Fosfomycin Sodium,Ketamine,unknown
Fosfomycin Sodium,Ketorolac Tromethamol,unknown
Fosfomycin Sodium,Levobupivacain,unknown
Fosfomycin Sodium,Levofloxacin,compatible
Fosfomycin Sodium,Lidocain hydroclorid,compatible
Fosfomycin Sodium,Linezolid,compatible
Fosfomycin Sodium,Magie Chlorid,unknown
Fosfomycin Sodium,Magie sulfat,compatible
Fosfomycin Sodium,Manitol,compatible
Fosfomycin Sodium,Meropenem,compatible
Fosfomycin Sodium,Methotrexat,unknown
Fosfomycin Sodium,Methylprednisolon,unknown
Fosfomycin Sodium,Metronidazol,unknown
Fosfomycin Sodium,Micafungin natri,compatible
Fosfomycin Sodium,Midazolam,incompatible
Fosfomycin Sodium,Milrinone,compatible
Fosfomycin Sodium,Morphin sulfat,compatible
Fosfomycin Sodium,Kali chlorid,compatible
Furosemid,Ganciclovir,compatible
Furosemid,Gentamicin,controversial
Furosemid,Heparin natri,compatible
Furosemid,Gelatin,unknown
Furosemid,Natri colistimethat,compatible
Furosemid,Recombinant Human Erythropoietin alfa,compatible
Furosemid,Naloxon hydroclorid,compatible
Furosemid,Neostigmin methylsulfat,unknown
Furosemid,Nicardipin hydrochlorid,incompatible
Furosemid,Noradrenalin,unknown
Furosemid,Octreotide,compatible
Furosemid,Omeprazol,unknown
Furosemid,Ondansetron,incompatible
Furosemid,Oxacilin,compatible
Furosemid,Pantoprazol,controversial
Furosemid,Phenobarbital,compatible
Furosemid,Phytomenadion,compatible
Furosemid,Piperacilin + Tazobactam,compatible
Furosemid,Propofol,compatible
Furosemid,Rocuronium Bromid,incompatible
Furosemid,Natri bicarbonat,compatible
Furosemid,Natri Chlorid,unknown
Furosemid,Natri lactat,unknown
Furosemid,Sugammadex,unknown
Furosemid,Terbutalin sulfat,unknown
Furosemid,Tinidazol,unknown
Furosemid,Tobramycin sulfat,compatible
Furosemid,Vancomycin,incompatible
Furosemid,Voriconazol,compatible
Furosemid,Hydrocortison,unknown
Furosemid,Iloprost,unknown
Furosemid,Imipenem + Cilasatin,compatible
Furosemid,Immune globulin,unknown
Furosemid,Insulin aspart,compatible
Furosemid,Iohexol,unknown
Furosemid,Iopromide,unknown
Furosemid,Ketamine,incompatible
Furosemid,Ketorolac Tromethamol,compatible
Furosemid,Levobupivacain,unknown
Furosemid,Levofloxacin,incompatible
Furosemid,Lidocain hydroclorid,compatible
Furosemid,Linezolid,compatible
Furosemid,Magie Chlorid,unknown
Furosemid,Magie sulfat,controversial
Furosemid,Manitol,compatible
Furosemid,Meropenem,compatible
Furosemid,Methotrexat,compatible
Furosemid,Methylprednisolon,unknown
Furosemid,Metronidazol,compatible
Furosemid,Micafungin natri,compatible
Furosemid,Midazolam,controversial
Furosemid,Milrinone,incompatible
Furosemid,Morphin sulfat,controversial
Furosemid,Kali chlorid,compatible
Ganciclovir,Gentamicin,incompatible
Ganciclovir,Heparin natri,compatible
Ganciclovir,Gelatin,unknown
Ganciclovir,Natri colistimethat,unknown
