record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:824c90b98a4a4948,Rung nhĩ,rung nhi,1,atrial_fibrillation,Rung nhĩ,disease,cardiovascular,,,,,,Rung nhĩ,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:47e2591823805e07,Rung nhĩ - loạn nhịp tim,rung nhi loan nhip tim,1,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,,Rung nhĩ - loạn nhịp tim,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:47e2591823805e07,Rung nhĩ - loạn nhịp tim,rung nhi loan nhip tim,1,atrial_fibrillation,Rung nhĩ,disease,cardiovascular,,,,,,Rung nhĩ - loạn nhịp tim,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:234d715ca0150a3a,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D","rung that trong hoi suc tim; tang calci mau, tang nang can giap, qua lieu do vitamin d",1,ventricular_fibrillation,Rung thất,disease,cardiovascular,,,,,,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:234d715ca0150a3a,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D","rung that trong hoi suc tim; tang calci mau, tang nang can giap, qua lieu do vitamin d",1,hyperparathyroidism,Cường cận giáp,disease,endocrine,,,,,,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:234d715ca0150a3a,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D","rung that trong hoi suc tim; tang calci mau, tang nang can giap, qua lieu do vitamin d",1,hypercalcemia,Tăng calci máu,clinical_finding,electrolyte,,,,,,"Rung thất trong hồi sức tim; tăng calci máu, tăng năng cận giáp, quá liều do vitamin D",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:bf4538f64368d005,Sản giật,san giat,1,eclampsia,Sản giật,disease,obstetric,,,,,,Sản giật,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8daa9206ace21f33,Sản giật và tiền sản giật,san giat va tien san giat,1,preeclampsia,Tiền sản giật,disease,obstetric,,,,,,Sản giật và tiền sản giật,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8daa9206ace21f33,Sản giật và tiền sản giật,san giat va tien san giat,1,eclampsia,Sản giật,disease,obstetric,,,,,,Sản giật và tiền sản giật,and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:372ea803dcf79613,Sau cơn tai biến mạch máu não,sau con tai bien mach mau nao,1,stroke,Đột quỵ/tai biến mạch máu não,disease,neurologic,,,,,,Sau cơn tai biến mạch máu não,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6698aa8d6a9641f3,Severe hepatic impairment,severe hepatic impairment,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,severe,,,,,Severe hepatic impairment,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:94227ef187442259,"Shock do tim, giảm thể tích máu","shock do tim, giam the tich mau",1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,"Shock do tim, giảm thể tích máu",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:94227ef187442259,"Shock do tim, giảm thể tích máu","shock do tim, giam the tich mau",1,hypovolemia,Giảm thể tích tuần hoàn,clinical_finding,metabolic,,,,,,"Shock do tim, giảm thể tích máu",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b0ff108b2a560850,Sốc (bao gồm cả sốc do tim),soc bao gom ca soc do tim,1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,Sốc (bao gồm cả sốc do tim),single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8c9f954617b5e30a,Sốc do tim,soc do tim,1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,Sốc do tim,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f72a242e9f4091b3,"Sốc do tim, suy thất trái, giảm huyết áp","soc do tim, suy that trai, giam huyet ap",1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,"Sốc do tim, suy thất trái, giảm huyết áp",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f72a242e9f4091b3,"Sốc do tim, suy thất trái, giảm huyết áp","soc do tim, suy that trai, giam huyet ap",1,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,"Sốc do tim, suy thất trái, giảm huyết áp",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f72a242e9f4091b3,"Sốc do tim, suy thất trái, giảm huyết áp","soc do tim, suy that trai, giam huyet ap",1,left_ventricular_dysfunction,Rối loạn chức năng thất trái,disease,cardiovascular,,,,,,"Sốc do tim, suy thất trái, giảm huyết áp",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:39af970d8f49a121,Sốc (kể cả sốc tim),soc ke ca soc tim,1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,Sốc (kể cả sốc tim),single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:17e3992ed23a3b9d,Sốc tim (huyết áp dưới 90 mmHg),soc tim huyet ap duoi 90 mmhg,1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,Sốc tim (huyết áp dưới 90 mmHg),single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cf49c3ceec290877,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)","soc tuan hoan bao gom soc giam the tich mau hoac soc tim voi ap luc lam day tam truong khong du, truy mach, hep van hai la nang, chen ep mang ngoai tim, viem mang ngoai tim that, roi loan chuc nang the dung",1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cf49c3ceec290877,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)","soc tuan hoan bao gom soc giam the tich mau hoac soc tim voi ap luc lam day tam truong khong du, truy mach, hep van hai la nang, chen ep mang ngoai tim, viem mang ngoai tim that, roi loan chuc nang the dung",1,mitral_stenosis,Hẹp van hai lá,disease,cardiovascular,,,,,,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cf49c3ceec290877,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)","soc tuan hoan bao gom soc giam the tich mau hoac soc tim voi ap luc lam day tam truong khong du, truy mach, hep van hai la nang, chen ep mang ngoai tim, viem mang ngoai tim that, roi loan chuc nang the dung",1,hypovolemia,Giảm thể tích tuần hoàn,clinical_finding,metabolic,,,,,,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:cf49c3ceec290877,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)","soc tuan hoan bao gom soc giam the tich mau hoac soc tim voi ap luc lam day tam truong khong du, truy mach, hep van hai la nang, chen ep mang ngoai tim, viem mang ngoai tim that, roi loan chuc nang the dung",1,pericarditis,Viêm màng ngoài tim,disease,cardiovascular,,,,,,"sốc tuần hoàn (bao gồm sốc giảm thể tích máu hoặc sốc tim với áp lực làm đầy tâm trương không đủ, truy mạch, hẹp van hai lá nặng, chèn ép màng ngoài tim, viêm màng ngoài tim thắt, rối loạn chức năng thế đứng)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:35efbdc81e1c79c9,"Sốc, bao gồm sốc tim","soc, bao gom soc tim",1,cardiogenic_shock,Sốc tim,disease,cardiovascular,,,,,,"Sốc, bao gồm sốc tim",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:49d962ee365ded22,Sỏi calci thận,soi calci than,1,kidney_stone,Sỏi thận,disease,renal,,,,,,Sỏi calci thận,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b4e96a7b2fc9a580,Sỏi mật vôi hóa cản quang,soi mat voi hoa can quang,1,gallbladder_disease,Bệnh túi mật,disease,hepatic,,,,,,Sỏi mật vôi hóa cản quang,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:284cd0db5e6d93a6,Sỏi thận,soi than,1,kidney_stone,Sỏi thận,disease,renal,,,,,,Sỏi thận,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2aac143b968893c5,Sỏi thận và/hoặc lắng đọng calci ở thận,soi than va hoac lang dong calci o than,1,kidney_stone,Sỏi thận,disease,renal,,,,,,Sỏi thận và/hoặc lắng đọng calci ở thận,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:820976075f8c811a,"Sỏi thận, suy thận nặng","soi than, suy than nang",1,kidney_stone,Sỏi thận,disease,renal,,,,,,"Sỏi thận, suy thận nặng",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:820976075f8c811a,"Sỏi thận, suy thận nặng","soi than, suy than nang",1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,"Sỏi thận, suy thận nặng",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:706150f0a83f9719,sốt xuất huyết,sot xuat huyet,1,active_bleeding,Đang xuất huyết,clinical_finding,hematologic,,,,,,sốt xuất huyết,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:706150f0a83f9719,sốt xuất huyết,sot xuat huyet,1,fever,Sốt,clinical_finding,infectious,,,,,,sốt xuất huyết,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d485c112ec280757,Suy chức năng gan,suy chuc nang gan,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,Suy chức năng gan,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:3c9aaa0af3856c84,Suy chức năng thận đáng kể / suy thận trung bình,suy chuc nang than dang ke suy than trung binh,1,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,moderate,,,,,Suy chức năng thận đáng kể / suy thận trung bình,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:8240b2c89db045c5,Suy chức năng thất trái trầm trọng,suy chuc nang that trai tram trong,1,left_ventricular_dysfunction,Rối loạn chức năng thất trái,disease,cardiovascular,severe,,,,,Suy chức năng thất trái trầm trọng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:e9087c331241684b,Suy cơ tim nặng,suy co tim nang,1,heart_failure,Suy tim,disease,cardiovascular,severe,,,,,Suy cơ tim nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b2735235facc34eb,Suy dinh dưỡng mạn tính,suy dinh duong man tinh,1,malnutrition,Suy dinh dưỡng,clinical_finding,metabolic,,chronic,,,,Suy dinh dưỡng mạn tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
